Protein ID,Protein Group,SubGroup,Protein,Entry Name,Gene Names,Protein Length,Coverage,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Unique Stripped Peptides,Summarized Total Spectral Count,Summarized Unique Spectral Count,Summarized Razor Spectral Count,Indistinguishable Proteins
P16591,5165,a,sp|P16591|FER_HUMAN,FER_HUMAN,FER,822,5.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tyrosine-protein kinase Fer,0.9856,0.9981,2,5,5,5,
Q16254,5168,a,sp|Q16254|E2F4_HUMAN,E2F4_HUMAN,E2F4,413,11.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transcription factor E2F4,0.9856,0.9981,4,4,4,4,
Q6T4R5,5172,a,sp|Q6T4R5|NHS_HUMAN,NHS_HUMAN,NHS,1651,2.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nance-Horan syndrome protein,0.9848,0.998,3,10,10,10,
A9Z1Z3,5176,a,sp|A9Z1Z3|FR1L4_HUMAN,FR1L4_HUMAN,FER1L4,1794,1.2,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Fer-1-like protein 4,0.9841,0.9979,3,17,1,1,
Q7L591,5177,a,sp|Q7L591|DOK3_HUMAN,DOK3_HUMAN,DOK3,496,3.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Docking protein 3,0.9841,0.9979,2,6,6,6,
Q9UHN1,5178,a,sp|Q9UHN1|DPOG2_HUMAN,DPOG2_HUMAN,POLG2,485,8.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"DNA polymerase subunit gamma-2, mitochondrial",0.9841,0.9979,3,12,12,12,
Q9BPY3,5182,a,sp|Q9BPY3|F118B_HUMAN,F118B_HUMAN,FAM118B,351,5.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein FAM118B,0.9834,0.9978,2,15,15,15,
Q9UMY1,5184,a,sp|Q9UMY1|NOL7_HUMAN,NOL7_HUMAN,NOL7,257,10.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nucleolar protein 7,0.9834,0.9978,3,3,3,3,
Q9H1D9,5188,a,sp|Q9H1D9|RPC6_HUMAN,RPC6_HUMAN,POLR3F,316,7.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA-directed RNA polymerase III subunit RPC6,0.9826,0.9977,2,2,2,2,
Q9HAF1,5194,a,sp|Q9HAF1|EAF6_HUMAN,EAF6_HUMAN,MEAF6,191,9.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Chromatin modification-related protein MEAF6,0.9819,0.9976,2,2,2,2,
Q9Y5I7,5195,a,sp|Q9Y5I7|CLD16_HUMAN,CLD16_HUMAN,CLDN16,305,6.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Claudin-16,0.9819,0.9976,2,8,8,8,
Q13395,5199,a,sp|Q13395|TARB1_HUMAN,TARB1_HUMAN,TARBP1,1621,2.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Probable methyltransferase TARBP1,0.9811,0.9975,3,21,21,21,
Q8N7W2,5200,a,sp|Q8N7W2|BEND7_HUMAN,BEND7_HUMAN,BEND7,519,3.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,BEN domain-containing protein 7,0.9811,0.9975,2,9,9,9,
Q99871,5204,a,sp|Q99871|HAUS7_HUMAN,HAUS7_HUMAN,HAUS7,368,10.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,HAUS augmin-like complex subunit 7,0.9804,0.9974,3,3,3,3,
Q9BXR5,5205,a,sp|Q9BXR5|TLR10_HUMAN,TLR10_HUMAN,TLR10,811,2.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Toll-like receptor 10,0.9804,0.9974,2,2,2,2,
A0M8Q6,5237,a,sp|A0M8Q6|IGLC7_HUMAN,IGLC7_HUMAN,IGLC7,106,14.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Immunoglobulin lambda constant 7,0.9738,0.999,1,1,1,1,"sp|B9A064|IGLL5_HUMAN, sp|P0CF74|IGLC6_HUMAN, sp|P0CG04|IGLC1_HUMAN, sp|P0DOY2|IGLC2_HUMAN, sp|P0DOY3|IGLC3_HUMAN"
A7KAX9,5238,a,sp|A7KAX9|RHG32_HUMAN,RHG32_HUMAN,ARHGAP32,2087,1.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Rho GTPase-activating protein 32,0.9738,0.999,1,1,1,1,
O00423,5239,a,sp|O00423|EMAL1_HUMAN,EMAL1_HUMAN,EML1,815,4.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Echinoderm microtubule-associated protein-like 1,0.9738,0.999,2,15,15,15,
O14763,5240,a,sp|O14763|TR10B_HUMAN,TR10B_HUMAN,TNFRSF10B,440,3.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tumor necrosis factor receptor superfamily member 10B,0.9738,0.999,1,19,19,19,
O43567,5241,a,sp|O43567|RNF13_HUMAN,RNF13_HUMAN,RNF13,381,6.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase RNF13,0.9738,0.999,1,12,12,12,
O43688,5242,a,sp|O43688|PLPP2_HUMAN,PLPP2_HUMAN,PLPP2,288,3.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phospholipid phosphatase 2,0.9738,0.999,1,19,19,19,
O60870,5243,a,sp|O60870|KIN17_HUMAN,KIN17_HUMAN,KIN,393,3.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA/RNA-binding protein KIN17,0.9738,0.999,1,3,3,3,
O75356,5244,a,sp|O75356|ENTP5_HUMAN,ENTP5_HUMAN,ENTPD5,428,12.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ectonucleoside triphosphate diphosphohydrolase 5,0.9738,0.999,3,1,1,1,
O75379,5245,a,sp|O75379|VAMP4_HUMAN,VAMP4_HUMAN,VAMP4,141,13.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vesicle-associated membrane protein 4,0.9738,0.999,1,2,2,2,
O75394,5246,a,sp|O75394|RM33_HUMAN,RM33_HUMAN,MRPL33,65,16.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,"39S ribosomal protein L33, mitochondrial",0.9738,0.999,1,3,3,3,
O75674,5247,a,sp|O75674|TM1L1_HUMAN,TM1L1_HUMAN,TOM1L1,476,5.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,TOM1-like protein 1,0.9738,0.999,1,1,1,1,
O95365,5248,a,sp|O95365|ZBT7A_HUMAN,ZBT7A_HUMAN,ZBTB7A,584,4.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Zinc finger and BTB domain-containing protein 7A,0.9738,0.999,1,15,15,15,
O95471,5249,a,sp|O95471|CLD7_HUMAN,CLD7_HUMAN,CLDN7,211,7.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Claudin-7,0.9738,0.999,1,3,3,3,
O95628,5250,a,sp|O95628|CNOT4_HUMAN,CNOT4_HUMAN,CNOT4,575,3.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,CCR4-NOT transcription complex subunit 4,0.9738,0.999,1,1,1,1,
O95807,5251,a,sp|O95807|TM50A_HUMAN,TM50A_HUMAN,TMEM50A,157,5.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transmembrane protein 50A,0.9738,0.999,1,16,16,16,
O95980,5252,a,sp|O95980|RECK_HUMAN,RECK_HUMAN,RECK,971,1.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Reversion-inducing cysteine-rich protein with Kazal motifs,0.9738,0.999,1,5,5,5,
O96007,5253,a,sp|O96007|MOC2B_HUMAN,MOC2B_HUMAN,MOCS2,188,12.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Molybdopterin synthase catalytic subunit,0.9738,0.999,2,1,1,1,
O96011,5254,a,sp|O96011|PX11B_HUMAN,PX11B_HUMAN,PEX11B,259,3.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peroxisomal membrane protein 11B,0.9738,0.999,1,14,14,14,
P00156,5255,a,sp|P00156|CYB_HUMAN,CYB_HUMAN,MT-CYB,380,1.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytochrome b,0.9738,0.999,1,19,19,19,
P01033,5256,a,sp|P01033|TIMP1_HUMAN,TIMP1_HUMAN,TIMP1,207,5.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Metalloproteinase inhibitor 1,0.9738,0.999,1,4,4,4,
P02042,5257,a,sp|P02042|HBD_HUMAN,HBD_HUMAN,HBD,147,6.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Hemoglobin subunit delta,0.9738,0.999,1,9,9,9,"sp|P02100|HBE_HUMAN, sp|P68871|HBB_HUMAN, sp|P69891|HBG1_HUMAN, sp|P69892|HBG2_HUMAN"
P04004,5258,a,sp|P04004|VTNC_HUMAN,VTNC_HUMAN,VTN,478,3.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vitronectin,0.9738,0.999,1,24,24,24,
P04233,5259,a,sp|P04233|HG2A_HUMAN,HG2A_HUMAN,CD74,296,4.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,HLA class II histocompatibility antigen gamma chain,0.9738,0.999,1,2,2,2,
P05120,5260,a,sp|P05120|PAI2_HUMAN,PAI2_HUMAN,SERPINB2,415,8.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Plasminogen activator inhibitor 2,0.9738,0.999,1,12,12,12,
P07738,5261,a,sp|P07738|PMGE_HUMAN,PMGE_HUMAN,BPGM,259,7.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Bisphosphoglycerate mutase,0.9738,0.999,1,1,1,1,
P0CAP2,5262,a,sp|P0CAP2|GRL1A_HUMAN,GRL1A_HUMAN,POLR2M,368,6.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA-directed RNA polymerase II subunit GRINL1A,0.9738,0.999,1,1,1,1,sp|Q9BZD3|GCOM2_HUMAN
P0DJ93,5263,a,sp|P0DJ93|SIM13_HUMAN,SIM13_HUMAN,SMIM13,91,13.2,Homo sapiens OX=9606,3:Protein inferred from homology,Small integral membrane protein 13,0.9738,0.999,1,9,9,9,
P0DPD7,5264,a,sp|P0DPD7|EFMT4_HUMAN,EFMT4_HUMAN,EEF1AKMT4,255,12.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,EEF1A lysine methyltransferase 4,0.9738,0.999,1,10,10,10,
P10588,5265,a,sp|P10588|NR2F6_HUMAN,NR2F6_HUMAN,NR2F6,404,4.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nuclear receptor subfamily 2 group F member 6,0.9738,0.999,1,2,2,2,
P10589,5266,a,sp|P10589|COT1_HUMAN,COT1_HUMAN,NR2F1,423,3.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,COUP transcription factor 1,0.9738,0.999,1,1,1,1,sp|P24468|COT2_HUMAN
P12273,5267,a,sp|P12273|PIP_HUMAN,PIP_HUMAN,PIP,146,8.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Prolactin-inducible protein,0.9738,0.999,1,1,1,1,
P13726,5268,a,sp|P13726|TF_HUMAN,TF_HUMAN,F3,295,7.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tissue factor,0.9738,0.999,1,1,1,1,
P16383,5269,a,sp|P16383|GCFC2_HUMAN,GCFC2_HUMAN,GCFC2,781,2.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,GC-rich sequence DNA-binding factor 2,0.9738,0.999,1,5,5,5,
P17029,5270,a,sp|P17029|ZKSC1_HUMAN,ZKSC1_HUMAN,ZKSCAN1,563,3.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Zinc finger protein with KRAB and SCAN domains 1,0.9738,0.999,1,8,8,8,
P18065,5271,a,sp|P18065|IBP2_HUMAN,IBP2_HUMAN,IGFBP2,325,2.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Insulin-like growth factor-binding protein 2,0.9738,0.999,1,2,2,2,
P18440,5272,a,sp|P18440|ARY1_HUMAN,ARY1_HUMAN,NAT1,290,5.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Arylamine N-acetyltransferase 1,0.9738,0.999,1,11,11,11,
P19021,5273,a,sp|P19021|AMD_HUMAN,AMD_HUMAN,PAM,973,2.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peptidyl-glycine alpha-amidating monooxygenase,0.9738,0.999,1,3,3,3,
P20226,5274,a,sp|P20226|TBP_HUMAN,TBP_HUMAN,TBP,339,4.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,TATA-box-binding protein,0.9738,0.999,1,1,1,1,
P23434,5275,a,sp|P23434|GCSH_HUMAN,GCSH_HUMAN,GCSH,173,11.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Glycine cleavage system H protein, mitochondrial",0.9738,0.999,1,30,30,30,
P23443,5276,a,sp|P23443|KS6B1_HUMAN,KS6B1_HUMAN,RPS6KB1,525,3.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ribosomal protein S6 kinase beta-1,0.9738,0.999,1,11,11,11,
P23511,5277,a,sp|P23511|NFYA_HUMAN,NFYA_HUMAN,NFYA,347,5.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nuclear transcription factor Y subunit alpha,0.9738,0.999,1,24,24,24,
P24390,5278,a,sp|P24390|ERD21_HUMAN,ERD21_HUMAN,KDELR1,212,9.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,ER lumen protein-retaining receptor 1,0.9738,0.999,1,15,15,15,
P25815,5279,a,sp|P25815|S100P_HUMAN,S100P_HUMAN,S100P,95,13.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein S100-P,0.9738,0.999,1,3,3,3,
P30047,5280,a,sp|P30047|GFRP_HUMAN,GFRP_HUMAN,GCHFR,84,29.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,GTP cyclohydrolase 1 feedback regulatory protein,0.9738,0.999,1,14,14,14,
P31025,5281,a,sp|P31025|LCN1_HUMAN,LCN1_HUMAN,LCN1,176,6.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Lipocalin-1,0.9738,0.999,1,6,6,6,sp|Q5VSP4|LC1L1_HUMAN
P32321,5282,a,sp|P32321|DCTD_HUMAN,DCTD_HUMAN,DCTD,178,6.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Deoxycytidylate deaminase,0.9738,0.999,1,25,25,25,
P33981,5283,a,sp|P33981|TTK_HUMAN,TTK_HUMAN,TTK,857,1.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dual specificity protein kinase TTK,0.9738,0.999,2,5,4,4,
P35544,5284,a,sp|P35544|UBIM_HUMAN,UBIM_HUMAN,FAU,74,25.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquitin-like protein FUBI,0.9738,0.999,1,1,1,1,
P36954,5285,a,sp|P36954|RPB9_HUMAN,RPB9_HUMAN,POLR2I,125,18.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA-directed RNA polymerase II subunit RPB9,0.9738,0.999,1,18,18,18,
P40424,5286,a,sp|P40424|PBX1_HUMAN,PBX1_HUMAN,PBX1,430,3.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pre-B-cell leukemia transcription factor 1,0.9738,0.999,1,1,1,1,sp|P40425|PBX2_HUMAN
P41273,5287,a,sp|P41273|TNFL9_HUMAN,TNFL9_HUMAN,TNFSF9,254,3.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tumor necrosis factor ligand superfamily member 9,0.9738,0.999,1,3,3,3,
P43003,5288,a,sp|P43003|EAA1_HUMAN,EAA1_HUMAN,SLC1A3,542,2.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Excitatory amino acid transporter 1,0.9738,0.999,1,4,4,4,
P48060,5289,a,sp|P48060|GLIP1_HUMAN,GLIP1_HUMAN,GLIPR1,266,9.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glioma pathogenesis-related protein 1,0.9738,0.999,1,7,7,7,
P49281,5290,a,sp|P49281|NRAM2_HUMAN,NRAM2_HUMAN,SLC11A2,568,4.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Natural resistance-associated macrophage protein 2,0.9738,0.999,1,6,6,6,
P51668,5291,a,sp|P51668|UB2D1_HUMAN,UB2D1_HUMAN,UBE2D1,147,7.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquitin-conjugating enzyme E2 D1,0.9738,0.999,1,9,9,9,sp|Q9Y2X8|UB2D4_HUMAN
P51808,5292,a,sp|P51808|DYLT3_HUMAN,DYLT3_HUMAN,DYNLT3,116,14.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Dynein light chain Tctex-type 3,0.9738,0.999,1,1,1,1,
P52739,5293,a,sp|P52739|ZN131_HUMAN,ZN131_HUMAN,ZNF131,623,3.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Zinc finger protein 131,0.9738,0.999,1,1,1,1,
P52926,5294,a,sp|P52926|HMGA2_HUMAN,HMGA2_HUMAN,HMGA2,109,28.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,High mobility group protein HMGI-C,0.9738,0.999,2,2,2,2,
P54687,5295,a,sp|P54687|BCAT1_HUMAN,BCAT1_HUMAN,BCAT1,386,3.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Branched-chain-amino-acid aminotransferase, cytosolic",0.9738,0.999,1,4,4,4,
P58335,5296,a,sp|P58335|ANTR2_HUMAN,ANTR2_HUMAN,ANTXR2,489,1.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Anthrax toxin receptor 2,0.9738,0.999,1,5,5,5,
P58557,5297,a,sp|P58557|YBEY_HUMAN,YBEY_HUMAN,YBEY,167,9.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Endoribonuclease YbeY,0.9738,0.999,1,8,8,8,
P62487,5298,a,sp|P62487|RPB7_HUMAN,RPB7_HUMAN,POLR2G,172,6.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,DNA-directed RNA polymerase II subunit RPB7,0.9738,0.999,1,13,13,13,
P62891,5299,a,sp|P62891|RL39_HUMAN,RL39_HUMAN,RPL39,51,19.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,60S ribosomal protein L39,0.9738,0.999,1,23,23,23,sp|Q59GN2|R39L5_HUMAN
P78381,5300,a,sp|P78381|S35A2_HUMAN,S35A2_HUMAN,SLC35A2,396,2.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,UDP-galactose translocator,0.9738,0.999,1,11,11,11,
Q03405,5301,a,sp|Q03405|UPAR_HUMAN,UPAR_HUMAN,PLAUR,335,3.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Urokinase plasminogen activator surface receptor,0.9738,0.999,1,12,12,12,
Q04771,5302,a,sp|Q04771|ACVR1_HUMAN,ACVR1_HUMAN,ACVR1,509,2.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Activin receptor type-1,0.9738,0.999,1,1,1,1,
Q04941,5303,a,sp|Q04941|PLP2_HUMAN,PLP2_HUMAN,PLP2,152,8.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Proteolipid protein 2,0.9738,0.999,1,21,21,21,
Q05DH4,5304,a,sp|Q05DH4|F16A1_HUMAN,F16A1_HUMAN,FAM160A1,1040,1.3,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Protein FAM160A1,0.9738,0.999,1,7,7,7,
Q06330,5305,a,sp|Q06330|SUH_HUMAN,SUH_HUMAN,RBPJ,500,3.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Recombining binding protein suppressor of hairless,0.9738,0.999,1,7,7,7,
Q0PNE2,5306,a,sp|Q0PNE2|ELP6_HUMAN,ELP6_HUMAN,ELP6,266,5.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Elongator complex protein 6,0.9738,0.999,1,1,1,1,
Q0VDI3,5307,a,sp|Q0VDI3|TM267_HUMAN,TM267_HUMAN,TMEM267,215,6.5,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Transmembrane protein 267,0.9738,0.999,1,2,2,2,
Q10589,5308,a,sp|Q10589|BST2_HUMAN,BST2_HUMAN,BST2,180,8.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Bone marrow stromal antigen 2,0.9738,0.999,1,13,13,13,
Q13111,5309,a,sp|Q13111|CAF1A_HUMAN,CAF1A_HUMAN,CHAF1A,956,1.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Chromatin assembly factor 1 subunit A,0.9738,0.999,1,3,3,3,
Q13405,5310,a,sp|Q13405|RM49_HUMAN,RM49_HUMAN,MRPL49,166,7.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,"39S ribosomal protein L49, mitochondrial",0.9738,0.999,1,22,22,22,
Q13506,5311,a,sp|Q13506|NAB1_HUMAN,NAB1_HUMAN,NAB1,487,4.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,NGFI-A-binding protein 1,0.9738,0.999,1,2,2,2,
Q13542,5312,a,sp|Q13542|4EBP2_HUMAN,4EBP2_HUMAN,EIF4EBP2,120,11.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Eukaryotic translation initiation factor 4E-binding protein 2,0.9738,0.999,1,5,5,5,
Q13563,5313,a,sp|Q13563|PKD2_HUMAN,PKD2_HUMAN,PKD2,968,1.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Polycystin-2,0.9738,0.999,1,1,1,1,
Q14012,5314,a,sp|Q14012|KCC1A_HUMAN,KCC1A_HUMAN,CAMK1,370,4.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Calcium/calmodulin-dependent protein kinase type 1,0.9738,0.999,1,5,5,5,
Q14061,5315,a,sp|Q14061|COX17_HUMAN,COX17_HUMAN,COX17,63,25.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytochrome c oxidase copper chaperone,0.9738,0.999,1,2,2,2,
Q14112,5316,a,sp|Q14112|NID2_HUMAN,NID2_HUMAN,NID2,1375,2.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nidogen-2,0.9738,0.999,1,13,13,13,
Q14142,5317,a,sp|Q14142|TRI14_HUMAN,TRI14_HUMAN,TRIM14,442,3.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tripartite motif-containing protein 14,0.9738,0.999,1,1,1,1,
Q14353,5318,a,sp|Q14353|GAMT_HUMAN,GAMT_HUMAN,GAMT,236,6.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Guanidinoacetate N-methyltransferase,0.9738,0.999,1,1,1,1,
Q14687,5319,a,sp|Q14687|GSE1_HUMAN,GSE1_HUMAN,GSE1,1217,1.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Genetic suppressor element 1,0.9738,0.999,1,1,1,1,
Q15007,5320,a,sp|Q15007|FL2D_HUMAN,FL2D_HUMAN,WTAP,396,3.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pre-mRNA-splicing regulator WTAP,0.9738,0.999,1,25,25,25,
Q15012,5321,a,sp|Q15012|LAP4A_HUMAN,LAP4A_HUMAN,LAPTM4A,233,11.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Lysosomal-associated transmembrane protein 4A,0.9738,0.999,1,19,19,19,
Q15027,5322,a,sp|Q15027|ACAP1_HUMAN,ACAP1_HUMAN,ACAP1,740,2.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",0.9738,0.999,1,3,3,3,
Q15041,5323,a,sp|Q15041|AR6P1_HUMAN,AR6P1_HUMAN,ARL6IP1,203,3.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,ADP-ribosylation factor-like protein 6-interacting protein 1,0.9738,0.999,1,19,19,19,
Q15283,5324,a,sp|Q15283|RASA2_HUMAN,RASA2_HUMAN,RASA2,850,2.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ras GTPase-activating protein 2,0.9738,0.999,1,1,1,1,
Q15390,5325,a,sp|Q15390|MTFR1_HUMAN,MTFR1_HUMAN,MTFR1,333,4.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial fission regulator 1,0.9738,0.999,1,1,1,1,
Q15722,5326,a,sp|Q15722|LT4R1_HUMAN,LT4R1_HUMAN,LTB4R,352,2.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Leukotriene B4 receptor 1,0.9738,0.999,1,4,4,4,
Q15906,5327,a,sp|Q15906|VPS72_HUMAN,VPS72_HUMAN,VPS72,364,4.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vacuolar protein sorting-associated protein 72 homolog,0.9738,0.999,1,14,14,14,
Q16270,5328,a,sp|Q16270|IBP7_HUMAN,IBP7_HUMAN,IGFBP7,282,4.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Insulin-like growth factor-binding protein 7,0.9738,0.999,1,5,5,5,
Q16342,5329,a,sp|Q16342|PDCD2_HUMAN,PDCD2_HUMAN,PDCD2,344,4.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Programmed cell death protein 2,0.9738,0.999,1,3,3,3,
Q16563,5330,a,sp|Q16563|SYPL1_HUMAN,SYPL1_HUMAN,SYPL1,259,4.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Synaptophysin-like protein 1,0.9738,0.999,1,26,26,26,
Q16611,5331,a,sp|Q16611|BAK_HUMAN,BAK_HUMAN,BAK1,211,16.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Bcl-2 homologous antagonist/killer,0.9738,0.999,1,9,9,9,
Q3ZAQ7,5332,a,sp|Q3ZAQ7|VMA21_HUMAN,VMA21_HUMAN,VMA21,101,11.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vacuolar ATPase assembly integral membrane protein VMA21,0.9738,0.999,1,8,8,8,
Q4G0X4,5333,a,sp|Q4G0X4|KCD21_HUMAN,KCD21_HUMAN,KCTD21,260,6.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,BTB/POZ domain-containing protein KCTD21,0.9738,0.999,1,10,10,10,
Q4V339,5334,a,sp|Q4V339|CBWD6_HUMAN,CBWD6_HUMAN,CBWD6,395,5.6,Homo sapiens OX=9606,3:Protein inferred from homology,COBW domain-containing protein 6,0.9738,0.999,1,5,5,5,"sp|Q5JTY5|CBWD3_HUMAN, sp|Q5RIA9|CBWD5_HUMAN, sp|Q8IUF1|CBWD2_HUMAN, sp|Q9BRT8|CBWD1_HUMAN"
Q5BJH7,5335,a,sp|Q5BJH7|YIF1B_HUMAN,YIF1B_HUMAN,YIF1B,314,12.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein YIF1B,0.9738,0.999,1,23,23,23,
Q5BKY9,5336,a,sp|Q5BKY9|F133B_HUMAN,F133B_HUMAN,FAM133B,247,4.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein FAM133B,0.9738,0.999,1,5,5,5,sp|Q8N9E0|F133A_HUMAN
Q5HYK3,5337,a,sp|Q5HYK3|COQ5_HUMAN,COQ5_HUMAN,COQ5,327,6.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",0.9738,0.999,1,10,10,10,
Q5K4L6,5338,a,sp|Q5K4L6|S27A3_HUMAN,S27A3_HUMAN,SLC27A3,683,1.5,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Solute carrier family 27 member 3,0.9738,0.999,1,4,4,4,
Q5MNZ9,5339,a,sp|Q5MNZ9|WIPI1_HUMAN,WIPI1_HUMAN,WIPI1,446,6.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,WD repeat domain phosphoinositide-interacting protein 1,0.9738,0.999,1,3,3,3,
